id,email,passwordHashed,registrationDate,role,username,emailVerified
28,,admin,,UNIVERSITYADMIN,CollegeOfEstateManagement1621,false
29,,admin,,UNIVERSITYADMIN,KansasStateCollegeOfHuman3068,false
30,,admin,,UNIVERSITYADMIN,OfCinemaStudies3627,false
31,,admin,,UNIVERSITYADMIN,InstitutoArtesVisuales839,false
32,,admin,,UNIVERSITYADMIN,Indiana4091,false
33,,admin,,UNIVERSITYADMIN,SouthwestOfVisualArts826,false
34,,admin,,UNIVERSITYADMIN,MsuMoscowStateGraduateSchool1366,false
35,,admin,,UNIVERSITYADMIN,OfSouthBohemiaUFaculty3041,false
36,,admin,,UNIVERSITYADMIN,TheOfTheWestIndies4115,false
37,,admin,,UNIVERSITYADMIN,CaliforniaLutheran2182,false
38,,admin,,UNIVERSITYADMIN,UniversitiMalaysiaSarawak85,false
39,,admin,,UNIVERSITYADMIN,WesternMichigan2409,false
40,,admin,,UNIVERSITYADMIN,CollegeOfCharlestonSchoolOf714,false
41,,admin,,UNIVERSITYADMIN,PointLomaNazarene3931,false
42,,admin,,UNIVERSITYADMIN,CairnOnline528,false
43,,admin,,UNIVERSITYADMIN,AndrewJackson249,false
44,,admin,,UNIVERSITYADMIN,TheHongKongPolytechnicFaculty398,false
45,,admin,,UNIVERSITYADMIN,OfLincoln363,false
46,,admin,,UNIVERSITYADMIN,Idfood1425,false
47,,admin,,UNIVERSITYADMIN,PrivateOfEnvironmentalSciences3048,false
48,,admin,,UNIVERSITYADMIN,WashingtonInStLouisMckelvey2766,false
49,,admin,,UNIVERSITYADMIN,BrandeisGraduateSchoolOfArts4042,false
50,,admin,,UNIVERSITYADMIN,Enac166,false
51,,admin,,UNIVERSITYADMIN,SimonBolivarUniversidadSimufnBoluedvar1367,false
52,,admin,,UNIVERSITYADMIN,HanOfAppliedSciences2654,false
53,,admin,,UNIVERSITYADMIN,OfAlaskaFairbanks4000,false
54,,admin,,UNIVERSITYADMIN,OfKoblenzlandau3042,false
55,,admin,,UNIVERSITYADMIN,NationalTaipeiOfEducation2495,false
56,,admin,,UNIVERSITYADMIN,KoreaBaptistTheological3266,false
57,,admin,,UNIVERSITYADMIN,OfMissouri2201,false
58,,admin,,UNIVERSITYADMIN,SPJainSchoolOf1308,false
59,,admin,,UNIVERSITYADMIN,SaintJosephsCollegeOfArts3761,false
60,,admin,,UNIVERSITYADMIN,EsieaGraduateEngineeringSchool4303,false
61,,admin,,UNIVERSITYADMIN,OfJohannesburg158,false
62,,admin,,UNIVERSITYADMIN,SimmonsSchoolOfBusiness3213,false
63,,admin,,UNIVERSITYADMIN,IedUIstitutoEuropeoDi1015,false
64,,admin,,UNIVERSITYADMIN,EcoleCamondo597,false
65,,admin,,UNIVERSITYADMIN,BellevueCollegeOfScienceAnd1436,false
66,,admin,,UNIVERSITYADMIN,SouthernMethodistMeadowsSchoolsOf3982,false
67,,admin,,UNIVERSITYADMIN,NationalFormosa2807,false
68,,admin,,UNIVERSITYADMIN,GoucherCollege958,false
69,,admin,,UNIVERSITYADMIN,OhioState661,false
70,,admin,,UNIVERSITYADMIN,HendersonStateTeachersCollege2600,false
71,,admin,,UNIVERSITYADMIN,KeanCollegeOfBusinessAnd2216,false
72,,admin,,UNIVERSITYADMIN,ToinOfYokohama2970,false
73,,admin,,UNIVERSITYADMIN,IndonesiaInternationalInstituteForLife1281,false
74,,admin,,UNIVERSITYADMIN,EcoleSupuerieureDeCommerceDe1160,false
75,,admin,,UNIVERSITYADMIN,OfSussexSchoolOfMathematical1957,false
76,,admin,,UNIVERSITYADMIN,LewisOnline2589,false
77,,admin,,UNIVERSITYADMIN,OfTheLatinAmericanEducational228,false
78,,admin,,UNIVERSITYADMIN,SaoJudasUniversidadeSueoJudas614,false
79,,admin,,UNIVERSITYADMIN,Mindmetriks3686,false
80,,admin,,UNIVERSITYADMIN,OfFloridaCollegeOfEducation2252,false
81,,admin,,UNIVERSITYADMIN,ShizuokaInstituteOfScienceAnd2926,false
82,,admin,,UNIVERSITYADMIN,OfSantoAmaro3338,false
83,,admin,,UNIVERSITYADMIN,InternationalAnticorruptionAcademyIaca3422,false
84,,admin,,UNIVERSITYADMIN,AmericanUniversidadAmericanaUam1456,false
85,,admin,,UNIVERSITYADMIN,TheAmericanOfRome3091,false
86,,admin,,UNIVERSITYADMIN,UniversidadeDeUcvora921,false
87,,admin,,UNIVERSITYADMIN,OfWestFloridaOnline2293,false
88,,admin,,UNIVERSITYADMIN,RosalindFranklinOfMedicineAnd3205,false
89,,admin,,UNIVERSITYADMIN,OfLeedsFacultyOfSocial2173,false
90,,admin,,UNIVERSITYADMIN,StockholmDepartmentOfComputerAnd1883,false
91,,admin,,UNIVERSITYADMIN,EmlyonBusinessSchool1423,false
92,,admin,,UNIVERSITYADMIN,DavisCollegeOfBusinessJacksonville1324,false
93,,admin,,UNIVERSITYADMIN,ChihuahuaCentreForPostgraduateStudies2528,false
94,,admin,,UNIVERSITYADMIN,GadeBusinessSchool261,false
95,,admin,,UNIVERSITYADMIN,CaseWesternReserveWeatherheadSchool1321,false
96,,admin,,UNIVERSITYADMIN,TueluecomParis1268,false
97,,admin,,UNIVERSITYADMIN,AucalBusinessSchool246,false
98,,admin,,UNIVERSITYADMIN,EuropeanCyprus2280,false
99,,admin,,UNIVERSITYADMIN,OfParma660,false
100,,admin,,UNIVERSITYADMIN,SentaraCollegeOfHealthSciences3124,false
101,,admin,,UNIVERSITYADMIN,Angloamerican3560,false
102,,admin,,UNIVERSITYADMIN,CityOfSeattleInCanada2253,false
103,,admin,,UNIVERSITYADMIN,PontificalCatholicOfPuertoRico917,false
104,,admin,,UNIVERSITYADMIN,UnicafMw3354,false
105,,admin,,UNIVERSITYADMIN,Unir387,false
106,,admin,,UNIVERSITYADMIN,SchoolOfTheMuseumOf857,false
107,,admin,,UNIVERSITYADMIN,NewYorkNyuCollegeOf3559,false
108,,admin,,UNIVERSITYADMIN,OfTuebingen4036,false
109,,admin,,UNIVERSITYADMIN,MoscowStatePedagogical925,false
110,,admin,,UNIVERSITYADMIN,SeoulJangsin3582,false
111,,admin,,UNIVERSITYADMIN,NationalOfRosarioUniversidadNacional685,false
112,,admin,,UNIVERSITYADMIN,AlbaGraduateBusinessSchool13,false
113,,admin,,UNIVERSITYADMIN,CarnegieMellonSchoolOfComputer1191,false
114,,admin,,UNIVERSITYADMIN,IberoCiudadDeMuexicoIberoamericana1426,false
115,,admin,,UNIVERSITYADMIN,OfMarylandCollegePark1450,false
116,,admin,,UNIVERSITYADMIN,CharlesProtestantTheologicalFaculty3575,false
117,,admin,,UNIVERSITYADMIN,OlsztyuskaSzkouaWyucsza1738,false
118,,admin,,UNIVERSITYADMIN,OfCentralLancashire1220,false
119,,admin,,UNIVERSITYADMIN,OfManizalesUniversidadDeManizales127,false
120,,admin,,UNIVERSITYADMIN,OfCaliforniaRiverside2538,false
121,,admin,,UNIVERSITYADMIN,UuuuuUuuubuuuUfueUuubuuaueucuuduuauuuuU4290,false
122,,admin,,UNIVERSITYADMIN,NtnuInGjufvik2873,false
123,,admin,,UNIVERSITYADMIN,MurrayStateCollegeOfEducation355,false
124,,admin,,UNIVERSITYADMIN,IseadBusinessSchool1202,false
125,,admin,,UNIVERSITYADMIN,NanyangTechnologicalSchoolOfPhysical4028,false
126,,admin,,UNIVERSITYADMIN,AliceSalomonOfAppliedSciences4142,false
127,,admin,,UNIVERSITYADMIN,EindhovenOfTechnology116,false
128,,admin,,UNIVERSITYADMIN,EscuelaUnidadEditorial1736,false
129,,admin,,UNIVERSITYADMIN,Isaeensma1059,false
130,,admin,,UNIVERSITYADMIN,UniversitueFrancophoneDuCongo1582,false
131,,admin,,UNIVERSITYADMIN,TechnischeUniversituetBerlinChairOf2761,false
132,,admin,,UNIVERSITYADMIN,NorthwestAf2887,false
133,,admin,,UNIVERSITYADMIN,MediterraneanAgronomicInstituteOfMontpellier3828,false
134,,admin,,UNIVERSITYADMIN,OfFairfax4314,false
135,,admin,,UNIVERSITYADMIN,BaylorSchoolOfEngineeringAnd2910,false
136,,admin,,UNIVERSITYADMIN,UniversidadDelGolfoDeCalifornia3114,false
137,,admin,,UNIVERSITYADMIN,OfGothenburgFacultyOfHumanities3462,false
138,,admin,,UNIVERSITYADMIN,Woosong1319,false
139,,admin,,UNIVERSITYADMIN,InedeBusinessSchool224,false
140,,admin,,UNIVERSITYADMIN,CatholicOfCuliacanUniversidadCatuflica134,false
141,,admin,,UNIVERSITYADMIN,OfKragujevac1391,false
142,,admin,,UNIVERSITYADMIN,InternationalTechnological1827,false
143,,admin,,UNIVERSITYADMIN,KalashnikovIzhevskStateTechnical1709,false
144,,admin,,UNIVERSITYADMIN,SunyCortland2338,false
145,,admin,,UNIVERSITYADMIN,ZuydOfAppliedSciences790,false
146,,admin,,UNIVERSITYADMIN,KarolinskaInstitutet1096,false
147,,admin,,UNIVERSITYADMIN,IowaStateSchoolOfEducation2282,false
148,,admin,,UNIVERSITYADMIN,CaliforniaStatePolytechnicPomonaCollege1857,false
149,,admin,,UNIVERSITYADMIN,OfOrleansMasterOfInternational2153,false
150,,admin,,UNIVERSITYADMIN,TheHebrewOfJerusalem245,false
151,,admin,,UNIVERSITYADMIN,TheOfManchesterMiddleEast1232,false
152,,admin,,UNIVERSITYADMIN,ColoradoStatePueblo2797,false
153,,admin,,UNIVERSITYADMIN,TokyoOfInformationSciences3233,false
154,,admin,,UNIVERSITYADMIN,Antioch2382,false
155,,admin,,UNIVERSITYADMIN,InternationalSchoolForSocialAnd2283,false
156,,admin,,UNIVERSITYADMIN,UniversidadFasta3763,false
157,,admin,,UNIVERSITYADMIN,WyucszaSzkouaInformatykiIZarzudzania4221,false
158,,admin,,UNIVERSITYADMIN,UniversidadAutufnomaMetropolitanaIztapalapa2973,false
159,,admin,,UNIVERSITYADMIN,LuisAmigoFoundationFundaciufnUniversitaria3368,false
160,,admin,,UNIVERSITYADMIN,DeggendorfInstituteOfTechnology3782,false
161,,admin,,UNIVERSITYADMIN,FloridaGulfCoastLutgertCollege2096,false
162,,admin,,UNIVERSITYADMIN,Sophia2141,false
163,,admin,,UNIVERSITYADMIN,CaliforniaStateChannelIslands1501,false
164,,admin,,UNIVERSITYADMIN,TheHigherEducationBusinessAnd1282,false
165,,admin,,UNIVERSITYADMIN,IowaStateCollegeOfEngineering2827,false
166,,admin,,UNIVERSITYADMIN,AmericanPublicSystemAmericanMilitary1699,false
167,,admin,,UNIVERSITYADMIN,UniversidadAnaGMuendezRecinto3755,false
168,,admin,,UNIVERSITYADMIN,OfMedicalSciencesUcimed3381,false
169,,admin,,UNIVERSITYADMIN,AtemajacValley1506,false
170,,admin,,UNIVERSITYADMIN,WesternNewMexico2504,false
171,,admin,,UNIVERSITYADMIN,PointOnline3510,false
172,,admin,,UNIVERSITYADMIN,UowMalaysiaKdu1598,false
173,,admin,,UNIVERSITYADMIN,OtsumaWomens3215,false
174,,admin,,UNIVERSITYADMIN,CatholicOfManizales2502,false
175,,admin,,UNIVERSITYADMIN,AsianThailand1833,false
176,,admin,,UNIVERSITYADMIN,SouthCarolinaState2739,false
177,,admin,,UNIVERSITYADMIN,MarianoGuelvezOfGuatemala2297,false
178,,admin,,UNIVERSITYADMIN,Uqar96,false
179,,admin,,UNIVERSITYADMIN,OfHertfordshire570,false
180,,admin,,UNIVERSITYADMIN,SupDesRh432,false
181,,admin,,UNIVERSITYADMIN,TurnerCollegeColumbusState188,false
182,,admin,,UNIVERSITYADMIN,CracowSchoolOfBusinessAt3679,false
183,,admin,,UNIVERSITYADMIN,JoanBKrocSchoolOf1695,false
184,,admin,,UNIVERSITYADMIN,ViridisGraduateInstitute3001,false
185,,admin,,UNIVERSITYADMIN,OfWroclaw65,false
186,,admin,,UNIVERSITYADMIN,MetanoiaInstitute3603,false
187,,admin,,UNIVERSITYADMIN,WesternKentucky4300,false
188,,admin,,UNIVERSITYADMIN,OklahomaStateCollegeOfHuman2289,false
189,,admin,,UNIVERSITYADMIN,UniversitiTeknologiPetronas2649,false
190,,admin,,UNIVERSITYADMIN,AppalachianBibleCollege3550,false
191,,admin,,UNIVERSITYADMIN,AcademyOfArtsArchitectureAnd918,false
192,,admin,,UNIVERSITYADMIN,TexasAmCentralTexasCollege2196,false
193,,admin,,UNIVERSITYADMIN,Meridian2396,false
194,,admin,,UNIVERSITYADMIN,DivulgazioneDinamica207,false
195,,admin,,UNIVERSITYADMIN,SupdeComEcoleSuperieureDe3701,false
196,,admin,,UNIVERSITYADMIN,CorporationOfSantaRosaDe3814,false
197,,admin,,UNIVERSITYADMIN,SunyOldWestburySchoolOf2319,false
198,,admin,,UNIVERSITYADMIN,OfBialystok1589,false
199,,admin,,UNIVERSITYADMIN,InternationalOfStruga1558,false
200,,admin,,UNIVERSITYADMIN,AndersonSouthCarolina2298,false
201,,admin,,UNIVERSITYADMIN,NeomaBusinessSchool1294,false
202,,admin,,UNIVERSITYADMIN,TuWienAcademyForContinuing2670,false
203,,admin,,UNIVERSITYADMIN,MaryImmaculateCollege3547,false
204,,admin,,UNIVERSITYADMIN,InternationalSdiMufcnchen3633,false
205,,admin,,UNIVERSITYADMIN,OfEastwestMedicine4306,false
206,,admin,,UNIVERSITYADMIN,MeliusformBusinessSchool287,false
207,,admin,,UNIVERSITYADMIN,NorthCarolinaStateEngineering2793,false
208,,admin,,UNIVERSITYADMIN,CaliforniaAeronautical1034,false
209,,admin,,UNIVERSITYADMIN,NoviSadSchoolOfBusiness1499,false
210,,admin,,UNIVERSITYADMIN,YoungstownStateYsu1873,false
211,,admin,,UNIVERSITYADMIN,UniversitatDeGirona2680,false
212,,admin,,UNIVERSITYADMIN,EnydEscuelaDeNegociosY423,false
213,,admin,,UNIVERSITYADMIN,PerrotisCollege3980,false
214,,admin,,UNIVERSITYADMIN,BaikalState2011,false
215,,admin,,UNIVERSITYADMIN,HongKongBaptistFacultyOf3594,false
216,,admin,,UNIVERSITYADMIN,Sechenov3119,false
217,,admin,,UNIVERSITYADMIN,BaylorSchoolOfEducation2498,false
218,,admin,,UNIVERSITYADMIN,OfStGallen1669,false
219,,admin,,UNIVERSITYADMIN,UniversidadTorcuatoDiTellaSchool3587,false
220,,admin,,UNIVERSITYADMIN,OfCamerino3010,false
221,,admin,,UNIVERSITYADMIN,BlaisePascal4037,false
222,,admin,,UNIVERSITYADMIN,MaitripaCollege3511,false
223,,admin,,UNIVERSITYADMIN,WillyBrandtSchoolOfPublic3732,false
224,,admin,,UNIVERSITYADMIN,FriedensauAdventist4121,false
225,,admin,,UNIVERSITYADMIN,NewMexicoStateCollegeOf2379,false
226,,admin,,UNIVERSITYADMIN,OfHamburgSchoolOfIntegrated3055,false
227,,admin,,UNIVERSITYADMIN,KingsCollegePennsylvaniaUsa4186,false
228,,admin,,UNIVERSITYADMIN,TrinityCollegeDublinBusinessSchool52,false
229,,admin,,UNIVERSITYADMIN,WeberState2890,false
230,,admin,,UNIVERSITYADMIN,BarrigaVerdeCentreCentroUniversitario729,false
231,,admin,,UNIVERSITYADMIN,SyktyvkarState2611,false
232,,admin,,UNIVERSITYADMIN,Hodges2113,false
233,,admin,,UNIVERSITYADMIN,OfHamburgSchoolOfMathematics4320,false
234,,admin,,UNIVERSITYADMIN,OfWisconsinmadisonTheInformationSchool3465,false
235,,admin,,UNIVERSITYADMIN,CaliforniaStateDominguezHills210,false
236,,admin,,UNIVERSITYADMIN,Akad3674,false
237,,admin,,UNIVERSITYADMIN,CanadianMennoniteRedekopSchoolOf494,false
238,,admin,,UNIVERSITYADMIN,WittenborgOfAppliedSciences266,false
239,,admin,,UNIVERSITYADMIN,InisegInstitutoInternacionalDeEstudios1498,false
240,,admin,,UNIVERSITYADMIN,AmericanInSwitzerland1061,false
241,,admin,,UNIVERSITYADMIN,EsdesLyonBusinessSchool1469,false
242,,admin,,UNIVERSITYADMIN,YorkSchoolOfTheArts1825,false
243,,admin,,UNIVERSITYADMIN,TexasAmSchoolOfLaw3736,false
244,,admin,,UNIVERSITYADMIN,Innopolis2975,false
245,,admin,,UNIVERSITYADMIN,Wheeling2549,false
246,,admin,,UNIVERSITYADMIN,DalianMaritime466,false
247,,admin,,UNIVERSITYADMIN,TheNewSchool539,false
248,,admin,,UNIVERSITYADMIN,KentStateCollegeOfAeronautics0,false
249,,admin,,UNIVERSITYADMIN,OfWestminster128,false
250,,admin,,UNIVERSITYADMIN,GrenobleIae1405,false
251,,admin,,UNIVERSITYADMIN,WilliamsonCollege3507,false
252,,admin,,UNIVERSITYADMIN,ColumbiaCollegeHumanitiesArtsAnd2395,false
253,,admin,,UNIVERSITYADMIN,BhCarrollTheologicalInstitute3508,false
254,,admin,,UNIVERSITYADMIN,GismaUlaw39,false
255,,admin,,UNIVERSITYADMIN,OfPitesti1527,false
256,,admin,,UNIVERSITYADMIN,HABarceloFoundationFundacion3203,false
257,,admin,,UNIVERSITYADMIN,ColoradoHeightsChu1629,false
258,,admin,,UNIVERSITYADMIN,SanDiegoChristianCollege3932,false
259,,admin,,UNIVERSITYADMIN,PortobelloInstituteOfEducation1038,false
260,,admin,,UNIVERSITYADMIN,TexasAmAtQatar2958,false
261,,admin,,UNIVERSITYADMIN,IsgBusinessEconomicsSchool1329,false
262,,admin,,UNIVERSITYADMIN,Chubu2799,false
263,,admin,,UNIVERSITYADMIN,OfZagrebFacultyOfAgriculture3017,false
264,,admin,,UNIVERSITYADMIN,Aden222,false
265,,admin,,UNIVERSITYADMIN,OfMichiganflintSchoolOfEducation2597,false
266,,admin,,UNIVERSITYADMIN,TheInstituteOfContemporaryMusic4049,false
267,,admin,,UNIVERSITYADMIN,TheOfTexasAtSan2059,false
268,,admin,,UNIVERSITYADMIN,TheAmericanCollegeOfThe900,false
269,,admin,,UNIVERSITYADMIN,CzechOfLifeSciencesFaculty587,false
270,,admin,,UNIVERSITYADMIN,EuropejskaUczelniaWWarszawie4313,false
271,,admin,,UNIVERSITYADMIN,Olivet1811,false
272,,admin,,UNIVERSITYADMIN,SouthernOregonOnline2422,false
273,,admin,,UNIVERSITYADMIN,CaliforniaStatePolytechnicPomonaThe4356,false
274,,admin,,UNIVERSITYADMIN,Calvin378,false
275,,admin,,UNIVERSITYADMIN,InternationalInMoscowIum916,false
276,,admin,,UNIVERSITYADMIN,StateInstituteOfEconomicsFinance1131,false
277,,admin,,UNIVERSITYADMIN,KocIstanbulTurkey1983,false
278,,admin,,UNIVERSITYADMIN,Wuhan3571,false
279,,admin,,UNIVERSITYADMIN,OfUtah2450,false
280,,admin,,UNIVERSITYADMIN,TheMasterInstituteOfVisual942,false
281,,admin,,UNIVERSITYADMIN,HarranUdcniversitesi1013,false
282,,admin,,UNIVERSITYADMIN,Johnson2592,false
283,,admin,,UNIVERSITYADMIN,InternationalBaptistCollege2239,false
284,,admin,,UNIVERSITYADMIN,OfArkansasDaleBumpersCollege3849,false
285,,admin,,UNIVERSITYADMIN,SetonHallOnline130,false
286,,admin,,UNIVERSITYADMIN,IsadIstitutoSuperioreDiArchitettura673,false
287,,admin,,UNIVERSITYADMIN,Cinvestav3816,false
288,,admin,,UNIVERSITYADMIN,GrupoTiradentes1238,false
289,,admin,,UNIVERSITYADMIN,Hanshin1687,false
290,,admin,,UNIVERSITYADMIN,NewCollegeOfTheHumanities3546,false
291,,admin,,UNIVERSITYADMIN,OfBirminghamOnline138,false
292,,admin,,UNIVERSITYADMIN,MiotiTechBusinessSchool1540,false
293,,admin,,UNIVERSITYADMIN,UniversidadComplutenseDeMadrid338,false
294,,admin,,UNIVERSITYADMIN,Thepowermba366,false
295,,admin,,UNIVERSITYADMIN,OfDenverJosefKorbelSchool1408,false
296,,admin,,UNIVERSITYADMIN,StratfordCollegeOfBusinessManagement271,false
297,,admin,,UNIVERSITYADMIN,CentralChinaNormal2408,false
298,,admin,,UNIVERSITYADMIN,BarryCollegeOfNursingAnd3125,false
299,,admin,,UNIVERSITYADMIN,MiriamCollege4158,false
300,,admin,,UNIVERSITYADMIN,TechnicalOfDenmark123,false
301,,admin,,UNIVERSITYADMIN,OfOttawaTelferSchoolOf1389,false
302,,admin,,UNIVERSITYADMIN,TheInternationalMasterusInAdvanced3759,false
303,,admin,,UNIVERSITYADMIN,UlyanovskStateTechnical1609,false
304,,admin,,UNIVERSITYADMIN,AcademyForCulturalDiplomacyCenter1619,false
305,,admin,,UNIVERSITYADMIN,ImUDigitalBusinessSchool1247,false
306,,admin,,UNIVERSITYADMIN,GlobalCyber4075,false
307,,admin,,UNIVERSITYADMIN,OfSussexBusinessSchool262,false
308,,admin,,UNIVERSITYADMIN,Angelufpolis1196,false
309,,admin,,UNIVERSITYADMIN,CentroDeElearningUtnFrba780,false
310,,admin,,UNIVERSITYADMIN,EeluEgyptianElearning2594,false
311,,admin,,UNIVERSITYADMIN,FederalOfAbc3258,false
312,,admin,,UNIVERSITYADMIN,MelErasmusCenterForMaritime177,false
313,,admin,,UNIVERSITYADMIN,President4274,false
314,,admin,,UNIVERSITYADMIN,GeorgiaInstituteOfTechnology783,false
315,,admin,,UNIVERSITYADMIN,SapporoCity1806,false
316,,admin,,UNIVERSITYADMIN,KoreaAndBusinessSchool1439,false
317,,admin,,UNIVERSITYADMIN,Romanianamerican1478,false
318,,admin,,UNIVERSITYADMIN,OfConcepciufnChile2908,false
319,,admin,,UNIVERSITYADMIN,EgadeBusinessSchool1569,false
320,,admin,,UNIVERSITYADMIN,NotreDameOfMarylandOnline1675,false
321,,admin,,UNIVERSITYADMIN,UniversidadeCatolicaDePernambucoPernambuco2930,false
322,,admin,,UNIVERSITYADMIN,NorthDakotaStateCollegeOf3263,false
323,,admin,,UNIVERSITYADMIN,Fudan2198,false
324,,admin,,UNIVERSITYADMIN,OfGuadalajara712,false
325,,admin,,UNIVERSITYADMIN,EcoleSupuerieureDePublicitue799,false
326,,admin,,UNIVERSITYADMIN,EurasiaInternational1466,false
327,,admin,,UNIVERSITYADMIN,AnsgarCollege3513,false
328,,admin,,UNIVERSITYADMIN,UticaCollegeOnline396,false
329,,admin,,UNIVERSITYADMIN,ShizuokaOfArtAndCulture808,false
330,,admin,,UNIVERSITYADMIN,Pixel3966,false
331,,admin,,UNIVERSITYADMIN,OfWroclawFacultyOfHistorical3481,false
332,,admin,,UNIVERSITYADMIN,StonehillCollegeMeehanSchoolOf3700,false
333,,admin,,UNIVERSITYADMIN,Columbia2966,false
334,,admin,,UNIVERSITYADMIN,MiddleEastTechnical4135,false
335,,admin,,UNIVERSITYADMIN,Inha2692,false
336,,admin,,UNIVERSITYADMIN,AbrahamEscuderoMontoyaFoundation2521,false
337,,admin,,UNIVERSITYADMIN,CollegeCork300,false
338,,admin,,UNIVERSITYADMIN,DepartmentOfMathematicsOfYork1916,false
339,,admin,,UNIVERSITYADMIN,KansasStateCollegeOfArchitecture540,false
340,,admin,,UNIVERSITYADMIN,Trine1409,false
341,,admin,,UNIVERSITYADMIN,ShihHsin846,false
342,,admin,,UNIVERSITYADMIN,GrandValleyStateCollegeOf3121,false
343,,admin,,UNIVERSITYADMIN,OfCaliforniaDavisUcDavis3049,false
344,,admin,,UNIVERSITYADMIN,HolyApostlesCollegeAndSeminary3593,false
345,,admin,,UNIVERSITYADMIN,Opole2181,false
346,,admin,,UNIVERSITYADMIN,WilmingtonCollegeOfBusiness1898,false
347,,admin,,UNIVERSITYADMIN,AdmiralPadillaNavalAcademyOf248,false
348,,admin,,UNIVERSITYADMIN,AthloneInstituteOfTechnology1161,false
349,,admin,,UNIVERSITYADMIN,KazakhNationalWomenusTeacherTraining2364,false
350,,admin,,UNIVERSITYADMIN,BauhausuniversituetWeimar634,false
351,,admin,,UNIVERSITYADMIN,SouthernCrossOnline2563,false
352,,admin,,UNIVERSITYADMIN,UtahStateCollegeOfEngineering2830,false
353,,admin,,UNIVERSITYADMIN,ForPeace2116,false
354,,admin,,UNIVERSITYADMIN,AnnaMariaCollege3286,false
355,,admin,,UNIVERSITYADMIN,FurbOfBlumenau2927,false
356,,admin,,UNIVERSITYADMIN,Warner2552,false
357,,admin,,UNIVERSITYADMIN,ThePhilips1876,false
358,,admin,,UNIVERSITYADMIN,Quincy412,false
359,,admin,,UNIVERSITYADMIN,UniversidadDeChileTheOf2795,false
360,,admin,,UNIVERSITYADMIN,ManhattanCollege1712,false
361,,admin,,UNIVERSITYADMIN,ColumbiaSchoolOfInternationalAnd322,false
362,,admin,,UNIVERSITYADMIN,OfTartu1012,false
363,,admin,,UNIVERSITYADMIN,BilbaoChamberOfCommerceCollege1074,false
364,,admin,,UNIVERSITYADMIN,AsiaE457,false
365,,admin,,UNIVERSITYADMIN,PtiqJakarta2228,false
366,,admin,,UNIVERSITYADMIN,DavenportCollegeOfArtsAnd4245,false
367,,admin,,UNIVERSITYADMIN,FranciscoDePaulaSantander2467,false
368,,admin,,UNIVERSITYADMIN,OfTheIncarnateWord1899,false
369,,admin,,UNIVERSITYADMIN,AdelphiRuthSAmmonSchool2311,false
370,,admin,,UNIVERSITYADMIN,JuniataCollege1555,false
371,,admin,,UNIVERSITYADMIN,MckendreeSchoolOfEducation2287,false
372,,admin,,UNIVERSITYADMIN,SpertusInstitute3431,false
373,,admin,,UNIVERSITYADMIN,NorthernMichigan4016,false
374,,admin,,UNIVERSITYADMIN,BurrenCollegeOfArt807,false
375,,admin,,UNIVERSITYADMIN,OfNevadaLasVegasHoward2842,false
376,,admin,,UNIVERSITYADMIN,OfLatvia1503,false
377,,admin,,UNIVERSITYADMIN,OfSouthCarolinaDarlaMoore474,false
378,,admin,,UNIVERSITYADMIN,KaoYuan786,false
